image_id,ocr_text,inference_time_sec,gpu_memory_usage_mb
0000971160.png,"system
You are a helpful assistant.
user
Extract all the text in this image.
assistant
R&D QUALITY IMPROVEMENT

SUGGESTION/SOLUTION FORM

Name/Phone Ext.: M. Hamann, P. Harper, P. Martinez Date: 9/3/92

Supervisor/Manager: J. S. Wigand R&D Group: Licensee

Suggestion: Discontinue coal retention analyses on licensee submitted product samples. (Note: Coal Retention testing is not performed by most licensees. Other B&W physical measurements as ends stability and inspection for soft spots in cigarettes are thought to be sufficient measures to assure cigarette physical integrity. The proposed action will increase laboratory productivity.)

Suggested Solution(s): Delete coal retention from the list of standard analyses performed on licensee submitted product samples. Special requests for coal retention testing could still be submitted on an exception basis.

Have you contacted your Manager/Supervisor? Yes No

Manager Comments: Manager, please contact suggester and forward comments to the Quality Council.

qip wp

597005708",27.483069896697998,9525.68017578125
0000989556.png,"system
You are a helpful assistant.
user
Extract all the text in this image.
assistant
```markdown
RESTRICTED

BROWN & WILLIAMSON INTERNATIONAL TOBACCO

PRODUCT SPECIFICATION

Brand: PHOENIX
Company: B.A.T. CYPRUS
Style: HLB - KS
Country: CYPRUS
Licensee Ref. No.:
Market:
Place of Manufacture: NICOSIA

CIGARETTE MAKING

Physical Characteristics
Weights

Overall Cigarette Length 94 mm Total Cigt. Wt. 974 mg
Tobacco Rod Length 64 mm
Filter Plug Length 20 mm
Filter Plug Pressure Drop (unencap.) 56 mm
Filter Plug Pressure Drop (encap.) 56 mm
Cigarette Circumference 24.75mm
Total Pressure Drop (unencap.) 90 mm
Total Pressure Drop (encap.) 110 mm
Tipping Length 25 mm
Print Position (from filter end) 27 mm
Moisture Content (ex-catcher) 13.5 %
Filter Ventilation Rate N/A %

Tipping and Tipping Application

Tipping Paper:
Supplier(s) Ecusta
Supplier Code No(s). E.30639
Color Imitation Cork
Perforation Type and No. of lines None
Porosity - (Coresta)
Print Description Brown on yellow
Bobbin Width 50 mm
Bobbin Length 2700 m
Substance 36 gm/m2

(Indicate N/A If Not Applicable)

Prepared by: M. HAMERTON / enm
Date: May 1, 1985
Approved by:
Date: May 1, 1985
Replaces: New
Date: May 1, 1985

0504S
```",42.467135429382324,9526.28076171875
0000990274.png,"system
You are a helpful assistant.
user
Extract all the text in this image.
assistant
```

SERVICE REQUEST FROM R&D BY

INTERNATIONAL LICENSEE OPERATIONS

REQUEST NO.: 25-84

DATE: March 27, 1984

INITIATED BY: P. H. HARPER

COMPLETION

TARGET DATE: April 13, 1984

COUNTRY: BELGIUM

PRODUCT: LUCKY STRIKE Filter and VICEROY

NATURE OF WORK:

Advise if locally obtained Yucatan Honey (sample enclosed) is an acceptable substitute for HALWAY.

R&D COMMENTS:

Target date OK

BY:

DATE:

NOTES:

a) Nature of work should be specified in exact terms.

b) R&D should advise if completion date cannot be met.

c) Two copies of this form to be sent to R&D by initiator and R&D is to return to T.O. one completed copy.

MH/enm

0036/(r)

#2894M

620429480
```",28.451900482177734,9526.28076171875
0000999294.png,"system
You are a helpful assistant.
user
Extract all the text in this image.
assistant
PDC # C273- 82- 7

PROJECT # 1982- 102KL

PAGE # 1 of 4

TOP-LINES

MENTHOL PRODUCT TEST

SUBJECT: KOOL Lights KS vs. Bright KS Product Monitor

SAMPLE: 408 (100 Menthol Lights/105 Menthol Ultra, 111 Non- Menthol

Lights/92 Non- Menthol Ultras)

FIELD DATE: September 13, 1982

CIGARETTES: # 839 / 869 KOOL Lights KS - white tip-

ping masked

# 869 / 839 Bright KS white tipping -.5.5.55 13.5.841

masked/ a certain proportion of the menthol result is pep-

permint oil; R&D is unable to determine the percentage.

Total Menthol Smokers

( n= )

(205)

(99)

(106)

(96)

(109)

KOOL Lights 53+++ 60+++ 46 56+++ 50

Bright 39 34 43 35 42

No Preference 8 6 11 9 8

100 100 100 100 100

ATTRIBUTES:

Total Male Female 21- 34 35+

KL Bright KL Bright KL Bright KL Bright KL Bright

STRENGTH

(7= Stronger)

4.31*** 4.59 4.09** 4.45 4.51 4.71 4.35** 4.74 4.27 4.45

Smoother

(7= Smoother)

3.60** 3.42 3.73** 3.43 3.47 3.41 3.61* 3.38 3.58 3.46

AMT. MENTHOL

(7= More)

3.64*** 4.94 3.58*** 4.85 3.70*** 5.02 3.63*** 5.31 3.65** 4.61

MENTHOL TASTE

(7= Better)

3.39*** 3.04 3.46*** 3.02 3.33** 3.06 3.45*** 2.99 3.34** 3.08

SATISFYING

(7= More)

3.12*** 2.78 3.28*** 2.78 2.97* 2.78 3.17*** 2.74 3.08** 2.82

AFTERTASTE

(7= Pleasant)

3.56*** 3.24 3.69*** 3.21 3.44 3.26 3.52*** 3.07 3.60* 3.39

EASE OF DRAW

(7= Easier)

4.00 3.96 4.02 3.95 3.99 3.96 4.07** 3.92 3.94 3.99

+/-/* Directional Difference: 66- 79% Confidence Level

++/--/** Marginal Difference: 80- 94% Confidence Level

+++/--/*** Significant Difference: 95% Confidence Level",83.26748442649841,9526.28076171875
0001118259.png,"system
You are a helpful assistant.
user
Extract all the text in this image.
assistant
Reconstituted Tobacco Leaf Substitutions
Export Formulas
Revision Date: 05/11/95

Allowable Grade Substitutions
for Export CPCL

Standard Grade Mark Allowable Substitutions
PCFS Flue cured fines RPCFS or RPCFS-O
PCBS Burley fines RPCBS or RPCBS-O
WCC
MC-4 Manufacturing fines MC-4-S
MC-4-PH
MC-4-RC
MC-4-W
MC-6 Stem Meal MC-1
MC-7 Winnowers C Stem
RXF Fine flue cured stem RRXF or RRXF-O
RRXM-B
RRXM-T
RBF Fine Burley stem RRBF or RRBF-O
RRB-B
RRB-L
RRB-T",25.604431867599487,9695.34765625
0001123541.png,"system
You are a helpful assistant.
user
Extract all the text in this image.
assistant
QUALITY IMPROVEMENT SUGGESTION

OUR MISSION IS SUPERIOR CONSUMER SATISFACTION
Highest Quality, Teamwork, Do Right Things Right The First Time

RESEARCH & DEVELOPMENT

Quality Coord Only
Date Rec'd 6/21/93
GIP Log #1 93-0307
Type EQPR
Status (1993)
Keywords (1993)

DATE: June 21, 1993 DEPARTMENT: R&D Library
SUBMITTED BY: Carol S. Lincoln
SUBMITTER'S SS#: 407-64-3484

SUGGESTION: (Describe Current Situation and Idea)

The current system of managing records is too complex. The trend seems to be increasingly
specific, when we should be getting more general. Right now, people must work to understand
the system. We must spend too much time administering the system, labeling, and cleaning
our files. Complying is a real burden, both for the individual and for the records
coordinators.

Describe Possible Solutions and Benefits:

1. Drop the category specifications altogether.

2. Use more general categories.

PROFIT IMPROVEMENT: (If Applicable)

RESPOND HERE
Implement: []Yes []No []Pending Date

Approval Signature/Date (Sign & Print Names)
Responder/Date (See Instructions On Back)

652120763",37.239787340164185,9526.28076171875
0001129658.png,"system
You are a helpful assistant.
user
Extract all the text in this image.
assistant
Winston & Strawn
Fax Cover Sheet

MIAMI TRIAL SITE, 3000 FIRST UNION FINANCIAL CENTER, 200 SOUTH BISCAYNE
BOULEVARD, MIAMI, FLORIDA 33131
FAX: (305) 400-6106

200 PARK AVENUE
NEW YORK, NY 10166-4193
212-584-6700

1400 L STREET, N.W.
WASHINGTON, DC 20005-3502
202-371-3700

35 WEST WACKER
CHICAGO, IL 60601
312-588-6800

81 AVENUE VICTOR HUGO
75118 PARIS, FRANCE
33-1-83-64-82-82

Fax Number: 305 400-6107

FROM: Kevin Narko
CHARGEBACK:
4162/158

DATE: 10/13/99

Please Deliver as Soon as Possible To:

| RECIPIENT | COMPANY | FAX NO. | PHONE NO. |
|-----------|---------|---------|-----------|
| John Mulderig | Philip Morris | 917-663-5796 | 917-663-3056 |
| Gregory Little | Philip Morris | 917-663-5979 | 917-663-3056 |

Total number of pages including this page:

COMMENTS

IF YOU DO NOT RECEIVE ALL THE PAGES, PLEASE CALL OUR FAX OPERATOR AS SOON AS POSSIBLE.
THANK YOU.
312-558-5948

The information contained in this facsimile message is attorney privileged and confidential information intended only for the use of the individual or entity named above. If the reader of this message is not the intended recipient, or the employee or agent responsible to deliver it to the intended recipient, you are hereby notified that any dissemination, distribution or copying of this communication is strictly prohibited.

If you have received this communication in error, please immediately notify us by telephone, and return the original message to us at the above address via the U.S. Postal Service. Thank you.

Operator Initials:
Confirmation: Yes Name: ________________________ No: ______________",58.19701838493347,9526.28076171875
0001209043.png,"system
You are a helpful assistant.
user
Extract all the text in this image.
assistant
MAGAZINE SCORES

AUDIENCE STUDIES

Brand SALEM (RJR) Project # 74-80
Title ""HEAD IN WATER"" Total Sample 214
Code # ——
Size FULL PAGE
Magazine TIME
Field Date WEEK OF MARCH 25, 1974
Location CHICAGO, DALLAS/FORT WORTH, INDIANAPOLIS, LOS ANGELES
MEMPHIS, PHILADELPHIA, PITTSBURGH
Sample Description MALE AND FEMALE MENTHOL SMOKERS
PM6 PROVED RECALL COMMENTS
SCORE BASE % SCORE BASE
OVERALL: 1.0 ( 97) 31 (167)
Tested among a half sample of smokers. Sub-group scores subject to wide variation because of small sample size and should be averaged across several ads for meaningful infor- mation.
SEX:
Male 2.0 ( 51) 31 ( 83)
Female 0.0 ( 46) 31 ( 84)
AGE:
Under 25 —— ——
25-34 —— ——
35-44 —— ——
45 & Over —— ——
Under 35 2.4 ( 42) 33 ( 81)
35 & Over 0.0 ( 55) 29 ( 86)
BRAND SMOKED:
Test Brand Smokers 33 ( 42)
All Other Smokers 30 (125)
Date Sent 4/19/74 (PI-7653)
770205964",42.57098722457886,9526.28076171875
0001239897.png,"system
You are a helpful assistant.
user
Extract all the text in this image.
assistant
The text in the image is as follows:

```
TOP-LINES
NON-CONTROL PRODUCT TEST

SUBJECT: 25% Replacement of Propylene Glycol With SORBITOL

SAMPLE: 250 VICEROY/125 Marlboro/125 Winston

CIGARETTES:
#627/#647 - Current VICEROY 84
#647/#627 - Current VICEROY 84 except with
25% of the propylene glycol
replaced with SORBITOL.

REFERENCE:
(#627/647) Current VICEROY 84 Competitive
(#647/627) 25% PG with SORBITOL Competitive

ATTRIBUTES:
VICEROY Competitive
Current 25% PG Current 25% PG
VICEROY 84 w/SORBITOL (#627/647) (#647/627)
STRENGTH + 1 -15*
HARSHNESS + 5 - 5
AFTERTASTE +22 +21
*Statistically Significant
```",32.31850290298462,9526.28076171875
0001438955.png,"system
You are a helpful assistant.
user
Extract all the text in this image.
assistant
NEWSPAPER SCORES

AUDIENCE STUDIES

Brand BELAIR Project # 72-31
Title ""KALEIDOSCOPE--GONE WITH THE WIND"" Total Sample 285
Code # R/BSS-71-19
Type Of Ad PARADE, 1 Page, 4-Color

Newspaper (Date) Pittsburgh PITTSBURGH PRESS (4/23/72)
San Diego SAN DIEGO UNION (4/23/72)
Dayton DAYTON NEWS (4/23/72)
Birmingham BIRMINGHAM NEWS (4/23/72)

PM6 PROVED RECALL COMMENTS

SCORR BASE SCORR BASE

OVERALL: 3.4% (224) 7% (222) *This was a combination
ad with RALEIGH.

SEX:

Male 1.9 (104) 7 (101)
Female 5.0 (120) 7 (121)

AGE:

Under 25 3.2 (63)
25-34 3.0 (66)
35-44 4.4 (46)
45 & Over 4.0 (49)

Under 35 3.1 (129) 5 (117)
35 & Over 4.2 (95) 9 (105)

BRAND SMOKED:

Test Brand Smokers 6 (17)
All Other Smokers 7 (205)

465508326",40.78209209442139,9526.28076171875
