image_id,ocr_text,inference_time_sec,gpu_memory_usage_mb
0.jpg,WAL*MART®ALWAYS LOW PRICES.Always.SUPERCENTEROPEN 24 HOURSMANAGER. TBA(515) 986 - 1783ST# 5748 OP#(10000158 TEH 14 TR# 03178BANANAS0000000401KF0.41 1b 0 1b0/0 490.20 NFRAP001200101451 F5.48 NDISCOUNT GIVEN0.57SUBTOTAL5.11CASHTEND11.00CHANGE DUE5.89# ITEMS SOLD 2TC# 5679 8348 6485 7828 2003THANK YOU FOR SHOPPING WITH USNATHANIEL BUSHShop at Walmart & GetYour Back to School List for Less.08/20/1013:12:01,1.6733596324920654,692.06689453125
1.jpg,"TRADER JOE'S2001 Greenville AveDallas TX 75206Store #403 - (469) 334-0614OPEN 8:00AM - 9:00PM DAILYR-CARROTS SHREDED TO 10Z1.29R-CUCUMBERS PERSAN 10 LB1.99TOMATOES CRUSHED NO SALT W/BASIL1.59ORGANIC WHOLE FASHIONED OATMEAL2.59MINI SHREDD MOZZARELLA LITE T2.99EGGS 1 DOZ ORGANIC BROWN.3.99BEANS GARANZO2.79SPROUDED CA SAVOLE3.999A-AVOCADOBAZA HAZZ 2 ACT2.9999A-PEPPER BILL EACH XL RED0.99BANANAS NON TAXABLE0.09BANANA ORGANICO0.87SEA0.29/EA2.49CREAMS SALTED PEANUT BUTTERWHL WHIT PITA BREAD1.982 0.69GROCERY NITA TAXABLE1.38SUBTOTAL$38.68CASH$40.00CHANGE$1.32ITEMS 2212:34PM 0403 04 1346 4683Higgins, Ryan06-28-2014 12:34 PM 04 SHOPPING ATtrader joe'swww.traderjoes.com",2.5621440410614014,693.06689453125
10.jpg,"SPARTel : 036-481240email : bergsertelkoma.netVAT No: K2N 45452729ENLA REG NO: K3N 45272717LAZENZY WORCER SAUCE 125MLR.R.A.MILKY BAR CHOCO800GR16.99 AMOKED VIENAS500GR32.99 APEALED PENANMIX1K14.99 *SPAR ENGLISH OIL15.99*F/L COOKING CUMB13.99 **NESTLE AERO MTUBR24.99 ACADMURY MIBR24,99 ATASTIC RICE TUBR27,99 *BLACK CAT SUBH27,95 *BANANAS BAGS17.75 A1KG0.75 AMBANANA BAG 15.99 R9.95KGFOR 14 ITEMS/KG338.16TENDERED NedbankTOTAL TAX: TAXIncl.VAT rate119,481TAX118.49 *15.00€190,1628.02118.68 A15.000€CASHIER NAME: / CASHIER / DATE / TIME3780€ 00510123.02.21 16:17Please Retain SlipThank You For Shopping With Us! :)Fol10w us on Facebook : Spar Bergville",2.4617083072662354,693.06689453125
11.jpg,WHOLEFOODSMARKETSHARON RD.PL TORTILLA'S6.99 B*CAGE FREE ALL WHIT3.69 BBLACK BEANS1.29 B*Frozen Mansoes 1602.99 BB*Whole Strawberries2.49 BOG LF COTTAGE CHEE3.49 BB*MAHI MAHI FILLETS8.99 BC*VC$2 off (1) WC Fill12.00-*California Harvest2.69 BC1.08 lb e 1.99 /lbTARE = 0.01*WTPLUMS BLACK CV2.15 BITEM = 4040NHP SLICED OVEN RO3.99 BDNHP SlicED HICKORY3.999 B1.64 lb e1.99 1/lbTAE = 01WTGALA APPLES OG3.26 BITHEM = 94135***** TAX.93 BAL45.44,1.6684627532958984,693.06689453125
12.jpg,"WAL*MARTSave money. Live better.WE SELL FOR LESSALWAYMANAGER DAPHINE SESSION(6) 536 - 4605CHESTERFIELD, MO 4605ST# 2600(0) 0001855550017 * 03359SW FIGURES00001855006.63 XTOOTHBRUSH0.33550076.96 XWOMEN SLIPPE 00974770AL7.86 X3.100 X4.100 x0.56XTAX 3.350 x5.56TOTAL0.54TRAX 4.350 X0.76MCARD TEND18.75ACCOUNT #3546APPROVAL ID - 007190TRANS ID -VALIDATIONPAYMENT SERVICE - aCHANGE DUE0.00# ITEMS SOLD 3TC# 9489 7094 6487 3073 3651Wal-Mart exclusive Eases CDavailable October 30th!10/20/0713:48:43***CUSTOMER COPY **",1.796708106994629,693.06689453125
13.jpg,ID #1 ISMOYBKCMWalmartSave money. Live better.( 843) 292 - 0362MANAGER MICHAEL - REICHARD2014 S IRBY STFLORENCE SC 2.5050SHI 02/03 OPH 09949 TEA 49 IRB 07/42GIFT CARD)08/09/09 TEA 50.00 SUBTOTAL50.00CASH TIND60.00CHANGE DUE10.00SHOP CARD ACTIVATIONACCOUNT: 613369546249/29)APR. CODE: 63336942626REF HOURST/42Beg BalIron End Bal0.0050:0030/11/1750:0150:00119:23:31ICN 97/16 55959 9237 / 333 1932Low Prices You Can Trust. Every Day.08/ 11/1719 22:40Store receipts on your pne. Walmart Pay.,1.6421723365783691,693.06689453125
14.jpg,See back of receipt for your chanceto win $1000ID #:7LORK4KBPJXWalmartSave money. Live better.937 | 644 | 2800MANGER CHRISTOPHER CROSSING BLVD555 COLLEMSVILLE OH 43030STA 05555 LENN 0031001004543F. 48 XVFUS ENG 00300001004545F.48 XDAN ENG 0033001004547F.47 XBOYD PKTAPE 0031232481LINT ROLLER 001SUBTOTALTOTAL26.26DEBIT TEND26.60CHANGE TEND0.60EFT DEBITTOTAL PRY FROM PRIMARY26.6 TOTAL PURCHASEACCOUNT 1.40083934 ** ***** 1371 SOTRETURY ID: 00908APR CODE 86443TERMINAL # 00910084305/04/1719:54:16TCB 735 535 525 2384 1061 3656/05/07/201719:84:18Store receipts on your phone. Walmart P,2.0124990940093994,693.06689453125
15.jpg,See back of receipt for your chance to win $1000ID 8:7J2Y2J0J0KYSYabh0020WalmartSave money. Live better.( 714 ) 799 - 02020MANAGER WINNER CA 92683WEST MONSTER CA 926843ST+ 024995 096007979 TR12.8 N0156DIBETABETES061169TOTAL12.88VISA * ** ** ** * * ** ** 3670 U 1H0APPROVAL *22244*REFER # 6200602436VARMENT 868208988060PAYMENT SERVICE1AID SE000099031010TC SE00004939010130TEMINAL * 28187747NOT SIGNATURE REQUIRED20.53:11CHANGE DUE0.00# ITEMS SOLD 1TC# 7503 0129 1089 76449 415Low Prices You Can Trust. Every Day.07/22/1620:53:1.00* *CUSTOMER COPY ** **Savings Catcher! Scan with Walmart appTOY XHANT,2.0018064975738525,693.06689453125
16.jpg,See back of receipt for your chanceto win $1000ID #:7L279WJM25FWalmartSave money. Live better.(701.) 223 3066MANAGER TIM MORRIS2 BISMARK ND 53866STH 01354 OP# 0309486848 TRH 044556 WING PLATE 06094868493.98 PASTSWING PLATEO660936663434.88 XCUTIE CAR063093664412.88XTAX 1 5.500 AL1.15TAX 4 7.500 TEND23.19DEBIT TENDCHANGE DUE0.00EFT DEBITPAY FROM PRIMARY29.19PURCHASEUS 23.19REF.B7000494718NETWORK ID.0881 APPR CODE 936886US DEBITAID A00009588440*NO SIGNATURE REQUIREDTERMINAL # SC01109011/11/1212:34:04# ITEMS SOLD 3TC# 2188 7274 6444 1567 3762Low Prices You Can Trust. Every Day.11/13/1712: 34:11Store receipts on your phone. Walmart Pay.,2.1014065742492676,693.06689453125
17.jpg,See back of receipt for your chanceto win $1000ID : 7KZGFI5L2FWalmartSave money. Live better.HANAGER HIKKE. LIVE BETTERUY XMAHTS 970.3 NEL RIGER1165 G ANNO DELL RINGERDURANGO CO 81301TRB 03080ST# 02727DURANGO CO 81101R# 03030BANANSSBEVERAGE BOM03120002218F2.00R#0.00BOS CRAN POM003120002318F1.00CAMPAY TOM03125002218 F2.98 RKFT SINGLES0.003125001212F3.98 YHARD SALAMF120033993415K1AVARD SALAM F1PILLS CLEANER0.0811131519 F1.90HAND WHITER 0.008125001.97XINJECTOR CLNR 0.00912500X1.87TRAX2.900TOTAL0.14TRX3.00TOTAL2.88CASH TEND4.00ITEMS TEND2.68TCR 3041 T466 06659 752 272.01/16/1714:26:03,2.3280653953552246,693.06689453125
